first word id ^ clause ^ clause function ^ clause level ^ length
1 ^ 1:1.w1-w8_2 ^  ^ 1 ^ 8
1524 ^ 4:19.w4-w6 @4:19.w1-w3 ^ adjunct ^ 1 ^ 3
1527 ^ 4:19.w7-w11 @4:19.w4-w6 ^ adjunct ^ 1 ^ 5
1532 ^ 4:20.w1-w8 @4:19.w1-w3 ^ adjunct ^ 1 ^ 3
1535 ^ 4:20.w4-w6 ^ adjunct ^ 1 ^ 5
1540 ^ 4:21.w1-w28 @4:20.w1-w8 ^ adjunct ^ 1 ^ 1
1541 ^ 4:21.w2-w3 ^ adjunct ^ 1 ^ 15
1556 ^ 4:21.w17-w28 ^ adjunct ^ 1 ^ 12
1568 ^ 4:21.w29-w31 @4:21.w1-w28 ^ adjunct ^ 1 ^ 3
1571 ^ 4:22.w1-w12 @4:21.w29-w31 ^ adjunct ^ 1 ^ 3
1574 ^ 4:22.w4-w10 ^ adjunct ^ 1 ^ 9
1583 ^ 4:23.w1-w27 @4:22.w1-w12 ^ adjunct ^ 1 ^ 6
1589 ^ 4:23.w7-w11 ^ adjunct ^ 1 ^ 5
1594 ^ 4:23.w12-w17 ^ adjunct ^ 1 ^ 6
1600 ^ 4:23.w18-w27 ^ adjunct ^ 1 ^ 10
1610 ^ 4:24.w1-w9 @4:23.w1-w27 ^ adjunct ^ 1 ^ 9
1619 ^ 4:24.w10-w27 @4:24.w1-w9 ^ adjunct ^ 1 ^ 4
1623 ^ 4:24.w14-w16 ^ adjunct ^ 1 ^ 2
1625 ^ 4:24.w14 ^ adjunct ^ 1 ^ 1
1626 ^ 4:24.w17-w21 ^ adjunct ^ 1 ^ 5
1631 ^ 4:24.w22-w23 ^ adjunct ^ 1 ^ 2
1633 ^ 4:24.w24-w25 ^ adjunct ^ 1 ^ 4
1637 ^ 4:24.w28-w30 @4:24.w10-w27 ^ adjunct ^ 1 ^ 3
1640 ^ 4:25.w1-w18 @4:24.w28-w30 ^ adjunct ^ 1 ^ 18
1658 ^ 5:1.w1-w4 ^ adjunct ^ 1 ^ 8
1666 ^ 5:1.w9-w11 @5:1.w12-w16 ^ adjunct ^ 2 ^ 3
1669 ^ 5:1.w12-w16 @5:1.w1-w8 ^ adjunct ^ 1 ^ 5
1674 ^ 5:2.w1-w8 @5:1.w12-w16 ^ adjunct ^ 1 ^ 1
1675 ^ 5:2.w2-w5 ^ adjunct ^ 1 ^ 6
1681 ^ 5:2.w8_2 ^ adjunct ^ 1 ^ 1
1682 ^ 5:3.w1-w5 @5:2.w1-w8 ^ adjunct ^ 1 ^ 5
1687 ^ 5:3.w6-w12 @5:3.w1-w5 ^ adjunct ^ 2 ^ 7
1694 ^ 5:4.w1-w3 @5:3.w1-w5 ^ adjunct ^ 1 ^ 1
1695 ^ 5:4.w2-w3_2 ^ adjunct ^ 1 ^ 2
1697 ^ 5:4.w4-w6 @5:4.w1-w3 ^ adjunct ^ 2 ^ 3
1700 ^ 5:5.w1-w3 @5:4.w1-w3 ^ adjunct ^ 1 ^ 3
1703 ^ 5:5.w4-w8 @5:5.w1-w3 ^ adjunct ^ 2 ^ 5
1708 ^ 5:6.w1-w7 @5:5.w1-w3 ^ adjunct ^ 1 ^ 1
1709 ^ 5:6.w2-w3_2 ^ adjunct ^ 1 ^ 2
1711 ^ 5:6.w4-w7 ^ adjunct ^ 1 ^ 4
1715 ^ 5:6.w8-w10 @5:6.w1-w7 ^ adjunct ^ 2 ^ 3
1718 ^ 5:7.w1-w3 @5:6.w1-w7 ^ adjunct ^ 1 ^ 3
1721 ^ 5:7.w4-w6 @5:7.w1-w3 ^ adjunct ^ 2 ^ 3
1724 ^ 5:8.w1-w5 @5:7.w1-w3 ^ adjunct ^ 1 ^ 5
1729 ^ 5:8.w6-w10 @5:8.w1-w5 ^ adjunct ^ 2 ^ 5
1734 ^ 5:9.w1-w3 @5:8.w1-w5 ^ adjunct ^ 1 ^ 3
1737 ^ 5:9.w4-w8 @5:9.w1-w3 ^ adjunct ^ 2 ^ 5
1742 ^ 5:10.w1-w5 @5:9.w1-w3 ^ adjunct ^ 1 ^ 1
1743 ^ 5:10.w2-w5 ^ adjunct ^ 1 ^ 4
1747 ^ 5:10.w6-w12 @5:10.w1-w5 ^ adjunct ^ 2 ^ 7
1754 ^ 5:11.w1-w2 @5:10.w1-w5 ^ adjunct ^ 1 ^ 2
1756 ^ 5:11.w3-w5 @5:11.w1-w2 ^ adjunct ^ 2 ^ 3
1759 ^ 5:11.w6-w7 @5:11.w3-w5 ^ adjunct ^ 2 ^ 2
1761 ^ 5:11.w8-w16 @5:11.w6-w7 ^ adjunct ^ 2 ^ 6
1767 ^ 5:11.w14_2 ^ adjunct ^ 1 ^ 3
1770 ^ 5:12.w1_2 @5:11.w1-w2 ^ adjunct ^ 1 ^ 1
1771 ^ 5:12.w2-w3 @5:12.w1_2 ^ adjunct ^ 1 ^ 2
1773 ^ 5:12.w4-w11 @5:12.w2-w3 ^ adjunct ^ 2 ^ 8
1781 ^ 5:12.w12-w19 @5:12.w2-w3 ^ adjunct ^ 1 ^ 8
1789 ^ 5:13.w1-w6 @5:12.w12-w19 ^ adjunct ^ 1 ^ 6
1795 ^ 5:13.w7-w11 @5:13.w12-w14 ^ adjunct ^ 2 ^ 5
1800 ^ 5:13.w12-w14 @5:13.w1-w6 ^ adjunct ^ 1 ^ 3
1803 ^ 5:13.w15-w18 @5:13.w12-w14 ^ adjunct ^ 1 ^ 4
1807 ^ 5:13.w19-w26 @5:13.w15-w18 ^ adjunct ^ 2 ^ 2
1809 ^ 5:13.w21-w22 ^ adjunct ^ 1 ^ 6
1815 ^ 5:14.w1-w6 @5:13.w15-w18 ^ adjunct ^ 1 ^ 6
1821 ^ 5:14.w7-w13 @5:14.w1-w6 ^ adjunct ^ 1 ^ 3
1824 ^ 5:14.w10_2 ^ adjunct ^ 1 ^ 1
1825 ^ 5:14.w11-w13 ^ definer ^ 1 ^ 3
1828 ^ 5:15.w1-w3 @5:14.w7-w13 ^ definer ^ 1 ^ 3
1831 ^ 5:15.w4-w9 @5:15.w1-w3 ^ definer ^ 1 ^ 6
1837 ^ 5:15.w10-w13 @5:15.w4-w9 ^ definer ^ 1 ^ 4
1841 ^ 5:15.w14-w20 @5:15.w10-w13 ^ definer ^ 1 ^ 7
1848 ^ 5:16.w1-w8 @5:15.w14-w20 ^ definer ^ 1 ^ 8
1856 ^ 5:16.w9-w14 @5:16.w1-w8 ^ definer ^ 2 ^ 6
1862 ^ 5:16.w15-w23 @5:16.w9-w14 ^ definer ^ 2 ^ 9
1871 ^ 5:17.w1-w2 @5:16.w1-w8 ^ definer ^ 1 ^ 2
1873 ^ 5:17.w3-w10 @5:17.w1-w2 ^ definer ^ 2 ^ 2
1875 ^ 5:17.w5-w10 ^ definer ^ 1 ^ 6
1881 ^ 5:17.w11-w13 @5:17.w1-w2 ^ definer ^ 1 ^ 2
1883 ^ 5:17.w13_2 ^ definer ^ 1 ^ 1
1884 ^ 5:17.w14-w15 @5:17.w11-w13 ^ definer ^ 1 ^ 1
1885 ^ 5:17.w15_2 ^ definer ^ 1 ^ 1
1886 ^ 5:18.w1-w4 @5:17.w14-w15 ^ definer ^ 1 ^ 4
1890 ^ 5:18.w5-w12 @5:18.w13-w23 ^ definer ^ 2 ^ 8
1898 ^ 5:18.w13-w23 @5:18.w1-w4 ^ definer ^ 1 ^ 11
1909 ^ 5:18.w24-w27 @5:18.w13-w23 ^ definer ^ 2 ^ 4
1913 ^ 5:19.w1-w2 ^ definer ^ 1 ^ 3
1916 ^ 5:19.w4-w10 ^ definer ^ 1 ^ 7
1923 ^ 5:19.w11-w15 ^ definer ^ 1 ^ 12
1935 ^ 5:19.w23-w26 @5:19.w1-w22 ^ definer ^ 1 ^ 4
1939 ^ 5:19.w27-w28 @5:19.w23-w26 ^ definer ^ 1 ^ 2
1941 ^ 5:19.w29-w36 @5:19.w27-w28 ^ definer ^ 1 ^ 8
1949 ^ 5:20.w1-w3 @5:18.w1-w4 ^ definer ^ 1 ^ 3
1952 ^ 5:20.w4-w15 @5:20.w16-w23 ^ definer ^ 2 ^ 12
1964 ^ 5:20.w16-w23 @5:20.w1-w3 ^ definer ^ 1 ^ 8
1972 ^ 5:21.w1_2 @5:20.w1-w3 ^ definer ^ 1 ^ 1
1973 ^ 5:21.w2-w5 @5:21.w1_2 ^ definer ^ 2 ^ 4
1977 ^ 5:21.w6-w7 @5:21.w2-w5 ^ definer ^ 2 ^ 2
1979 ^ 5:21.w8_2 ^ subject ^ 1 ^ 6
1985 ^ 5:21.w12 ^ subject ^ 1 ^ 2
1987 ^ 5:22.w1-w4 @5:21.w1_2 ^ subject ^ 1 ^ 4
1991 ^ 5:22.w5-w15 @5:22.w1-w4 ^ subject ^ 1 ^ 1
1992 ^ 5:22.w6-w11 ^ subject ^ 1 ^ 8
2000 ^ 5:22.w12 ^ subject ^ 1 ^ 2
2002 ^ 5:22.w16_2 ^ subject ^ 1 ^ 2
2004 ^ 5:22.w18-w22 ^ subject ^ 1 ^ 5
2009 ^ 5:22.w23_2 ^ subject ^ 1 ^ 3
2012 ^ 5:22.w24 ^ subject ^ 1 ^ 2
2014 ^ 5:22.w28-w31 ^ subject ^ 1 ^ 4
2018 ^ 5:22.w32_2 ^ subject ^ 1 ^ 3
2021 ^ 5:22.w33 ^ subject ^ 1 ^ 5
2026 ^ 5:23.w1-w9 @5:24.w1-w8 ^ subject ^ 2 ^ 9
2035 ^ 5:23.w10-w11 @5:23.w1-w9 ^ subject ^ 2 ^ 2
2037 ^ 5:23.w12-w19 @5:23.w10-w11 ^ subject ^ 3 ^ 8
2045 ^ 5:24.w1-w8 @5:22.w28-w39 ^ subject ^ 1 ^ 8
2053 ^ 5:24.w9-w10 @5:24.w1-w8 ^ subject ^ 1 ^ 2
2055 ^ 5:24.w11-w15 @5:24.w9-w10 ^ subject ^ 1 ^ 5
2060 ^ 5:24.w16-w22 @5:24.w11-w15 ^ subject ^ 1 ^ 2
2062 ^ 5:24.w18_2 ^ subject ^ 1 ^ 5
2067 ^ 5:25.w1-w14 @5:24.w16-w22 ^ subject ^ 1 ^ 1
2068 ^ 5:25.w2-w6 ^ subject ^ 1 ^ 5
2073 ^ 5:25.w7-w14 ^ subject ^ 1 ^ 8
2081 ^ 5:25.w15-w21 @5:25.w1-w14 ^ subject ^ 2 ^ 7
2088 ^ 5:25.w22-w26 @5:25.w15-w21 ^ subject ^ 2 ^ 5
2093 ^ 5:25.w27-w30 @5:25.w22-w26 ^ subject ^ 2 ^ 4
2097 ^ 5:26.w1-w3 @5:25.w1-w14 ^ subject ^ 1 ^ 3
2100 ^ 5:26.w4-w7 @5:26.w1-w3 ^ subject ^ 1 ^ 4
2104 ^ 5:26.w8-w13 @5:26.w4-w7 ^ subject ^ 2 ^ 6
2110 ^ 5:27.w1_2 @5:22.w1-w4 ^ subject ^ 1 ^ 1
2111 ^ 5:27.w2-w3 @5:27.w1_2 ^ subject ^ 1 ^ 2
2113 ^ 5:27.w4-w5 @5:27.w2-w3 ^ subject ^ 1 ^ 2
2115 ^ 5:28.w1-w4 @5:27.w1_2 ^ subject ^ 1 ^ 4
2119 ^ 5:28.w5-w20 @5:28.w1-w4 ^ subject ^ 1 ^ 1
2120 ^ 5:28.w6-w13 ^ subject ^ 1 ^ 4
2124 ^ 5:28.w10-w13 ^ subject ^ 1 ^ 11
2135 ^ 5:29.w1-w9 @5:29.w10-w11 ^ subject ^ 2 ^ 9
2144 ^ 5:29.w10-w11 @5:28.w5-w20 ^ subject ^ 1 ^ 2
2146 ^ 5:29.w12-w15 @5:29.w10-w11 ^ subject ^ 1 ^ 4
2150 ^ 5:29.w16-w18 @5:29.w10-w11 ^ subject ^ 1 ^ 3
2153 ^ 5:29.w19-w24 @5:29.w16-w18 ^ subject ^ 2 ^ 6
2159 ^ 5:29.w25-w33 @5:29.w19-w24 ^ subject ^ 2 ^ 9
2168 ^ 5:30.w1-w8 @5:30.w9-w10 ^ subject ^ 2 ^ 8
2176 ^ 5:30.w9-w10 @5:29.w16-w18 ^ subject ^ 1 ^ 2
2178 ^ 5:30.w11-w14 @5:30.w9-w10 ^ subject ^ 1 ^ 4
2182 ^ 5:30.w15-w17 @5:30.w11-w14 ^ subject ^ 1 ^ 3
2185 ^ 5:30.w18-w23 @5:30.w15-w17 ^ subject ^ 2 ^ 6
2191 ^ 5:30.w24-w32 @5:30.w18-w23 ^ subject ^ 2 ^ 9
2200 ^ 5:31.w1-w2 @5:28.w1-w4 ^ subject ^ 1 ^ 2
2202 ^ 5:31.w3-w8 ^ subject ^ 1 ^ 9
2211 ^ 5:32.w1-w4 @5:31.w1-w2 ^ subject ^ 1 ^ 4
2215 ^ 5:32.w5-w17 @5:32.w1-w4 ^ subject ^ 1 ^ 1
2216 ^ 5:32.w6-w14 ^ subject ^ 1 ^ 11
2227 ^ 5:32.w17_2 ^ subject ^ 1 ^ 1
2228 ^ 5:32.w18-w23 @5:32.w5-w17 ^ subject ^ 1 ^ 1
2229 ^ 5:32.w19-w22 ^ subject ^ 1 ^ 2
2231 ^ 5:32.w21_2 ^ subject ^ 1 ^ 3
2234 ^ 5:33.w1-w2 @5:32.w1-w4 ^ subject ^ 1 ^ 2
2236 ^ 5:33.w3-w6 @5:33.w1-w2 ^ subject ^ 1 ^ 4
2240 ^ 5:33.w7-w8 @5:33.w3-w6 ^ subject ^ 1 ^ 2
2242 ^ 5:33.w9-w15 @5:33.w7-w8 ^ subject ^ 1 ^ 7
2249 ^ 5:34.w1-w4 @5:33.w1-w2 ^ subject ^ 1 ^ 4
2253 ^ 5:34.w5-w7 @5:34.w1-w4 ^ subject ^ 1 ^ 3
2256 ^ 5:34.w8-w11 @5:34.w5-w7 ^ subject ^ 1 ^ 4
2260 ^ 5:34.w12-w16 @5:34.w8-w11 ^ subject ^ 2 ^ 3
2263 ^ 5:34.w13 ^ subject ^ 2 ^ 2
2265 ^ 5:35.w1-w4 @5:34.w8-w11 ^ subject ^ 1 ^ 4
2269 ^ 5:35.w5-w10 @5:35.w1-w4 ^ subject ^ 2 ^ 3
2272 ^ 5:35.w6 ^ subject ^ 2 ^ 3
2275 ^ 5:35.w11-w13 @5:35.w1-w4 ^ subject ^ 1 ^ 3
2278 ^ 5:35.w14-w19 @5:35.w11-w13 ^ subject ^ 2 ^ 3
2281 ^ 5:35.w15 ^ subject ^ 2 ^ 3
2284 ^ 5:36.w1-w6 @5:35.w11-w13 ^ subject ^ 1 ^ 6
2290 ^ 5:36.w7-w15 @5:36.w1-w6 ^ subject ^ 2 ^ 3
2293 ^ 5:36.w10-w15 ^ subject ^ 1 ^ 4
2297 ^ 5:36.w12_2 ^ subject ^ 1 ^ 2
2299 ^ 5:37.w1-w7 @5:36.w1-w6 ^ subject ^ 1 ^ 7
2306 ^ 5:37.w8-w9 @5:37.w1-w7 ^ subject ^ 1 ^ 2
2308 ^ 5:37.w10-w17 @5:37.w8-w9 ^ subject ^ 1 ^ 2
2310 ^ 5:37.w10 ^ subject ^ 1 ^ 6
2316 ^ 5:38.w1_2 @5:34.w1-w4 ^ subject ^ 1 ^ 1
2317 ^ 5:38.w2-w3 @5:38.w1_2 ^ subject ^ 1 ^ 2
2319 ^ 5:38.w4-w6 @5:38.w2-w3 ^ subject ^ 1 ^ 3
2322 ^ 5:38.w7-w10 @5:38.w4-w6 ^ subject ^ 1 ^ 4
2326 ^ 5:39.w1-w4 @5:38.w1_2 ^ subject ^ 1 ^ 4
2330 ^ 5:39.w5-w8 @5:39.w1-w4 ^ subject ^ 1 ^ 4
2334 ^ 5:39.w9-w17 @5:39.w5-w8 ^ subject ^ 1 ^ 9
2343 ^ 5:39.w18-w22 @5:39.w9-w17 ^ subject ^ 1 ^ 5
2348 ^ 5:40.w1-w10 @5:39.w18-w22 ^ subject ^ 1 ^ 1
2349 ^ 5:40.w2-w10 ^ subject ^ 1 ^ 2
2351 ^ 5:40.w4-w5 ^ subject ^ 1 ^ 2
2353 ^ 5:40.w6-w10 ^ subject ^ 1 ^ 5
2358 ^ 5:40.w11-w15 @5:40.w1-w10 ^ subject ^ 1 ^ 5
2363 ^ 5:41.w1-w6 @5:40.w11-w15 ^ subject ^ 1 ^ 6
2369 ^ 5:41.w7-w10 @5:41.w1-w6 ^ subject ^ 1 ^ 4
2373 ^ 5:42.w1-w3 ^ complement ^ 1 ^ 4
2377 ^ 5:42.w5-w12 @5:42.w1-w4 ^ complement ^ 1 ^ 1
2378 ^ 5:42.w6-w10 ^ complement ^ 1 ^ 2
2380 ^ 5:42.w8-w10 ^ complement ^ 1 ^ 5
2385 ^ 5:43.w1_2 @5:39.w1-w4 ^ complement ^ 1 ^ 1
2386 ^ 5:43.w2-w3 @5:43.w1_2 ^ complement ^ 1 ^ 2
2388 ^ 5:43.w4-w7 @5:43.w2-w3 ^ complement ^ 1 ^ 4
2392 ^ 5:43.w8-w12 @5:43.w4-w7 ^ complement ^ 1 ^ 5
2397 ^ 5:44.w1-w4 @5:43.w1_2 ^ complement ^ 1 ^ 4
2401 ^ 5:44.w5-w8 @5:44.w1-w4 ^ complement ^ 1 ^ 4
2405 ^ 5:44.w9-w14 @5:44.w5-w8 ^ complement ^ 1 ^ 2
2407 ^ 5:44.w11-w14 ^ complement ^ 1 ^ 4
2411 ^ 5:45.w1-w9 @5:44.w9-w14 ^ complement ^ 2 ^ 9
2420 ^ 5:45.w10-w18 @5:44.w9-w14 ^ complement ^ 2 ^ 9
2429 ^ 5:45.w19-w24 @5:45.w10-w18 ^ complement ^ 2 ^ 6
2435 ^ 5:46.w1-w6 @5:46.w7-w9 ^ complement ^ 2 ^ 3
2438 ^ 5:46.w4-w6 ^ complement ^ 1 ^ 3
2441 ^ 5:46.w7-w9 @5:44.w9-w14 ^ complement ^ 1 ^ 3
2444 ^ 5:46.w10-w16 @5:46.w7-w9 ^ complement ^ 1 ^ 7
2451 ^ 5:47.w1-w7 @5:47.w8-w11 ^ complement ^ 2 ^ 7
2458 ^ 5:47.w8-w11 @5:46.w10-w16 ^ complement ^ 1 ^ 4
2462 ^ 5:47.w12-w17 @5:47.w8-w11 ^ complement ^ 1 ^ 6
2468 ^ 5:48.w1-w4 @5:47.w12-w17 ^ complement ^ 1 ^ 4
2472 ^ 5:48.w5-w12 @5:48.w1-w4 ^ complement ^ 2 ^ 8
2480 ^ 6:1.w1-w14 ^ complement ^ 1 ^ 2
2482 ^ 6:1.w3-w14 ^ complement ^ 1 ^ 8
2490 ^ 6:1.w11-w14 ^ complement ^ 1 ^ 4
2494 ^ 6:1.w15-w18 @6:1.w19-w29 ^ complement ^ 2 ^ 3
2497 ^ 6:1.w19-w29 @6:1.w1-w14 ^ complement ^ 1 ^ 11
2508 ^ 6:2.w1-w4 @6:2.w5-w8 ^ complement ^ 2 ^ 4
2512 ^ 6:2.w5-w8 @6:1.w19-w29 ^ complement ^ 1 ^ 4
2516 ^ 6:2.w9-w19 @6:2.w5-w8 ^ complement ^ 2 ^ 11
2527 ^ 6:2.w20-w24 @6:2.w9-w19 ^ complement ^ 3 ^ 5
2532 ^ 6:2.w25-w27 @6:2.w5-w8 ^ complement ^ 1 ^ 3
2535 ^ 6:2.w28-w31 @6:2.w25-w27 ^ complement ^ 1 ^ 4
2539 ^ 6:3.w1-w4 @6:3.w5-w14 ^ complement ^ 2 ^ 4
2543 ^ 6:3.w5-w14 @6:2.w28-w31 ^ complement ^ 1 ^ 5
2548 ^ 6:3.w10-w14 ^ complement ^ 1 ^ 5
2553 ^ 6:4.w1-w8 @6:3.w5-w14 ^ complement ^ 2 ^ 8
2561 ^ 6:4.w9-w19 @6:3.w5-w14 ^ complement ^ 1 ^ 4
2565 ^ 6:4.w13-w17 ^ complement ^ 1 ^ 7
2572 ^ 6:5.w1-w3 @6:5.w4-w8 ^ complement ^ 2 ^ 3
2575 ^ 6:5.w4-w8 @6:4.w9-w19 ^ complement ^ 1 ^ 5
2580 ^ 6:5.w9-w21 @6:5.w4-w8 ^ complement ^ 2 ^ 2
2582 ^ 6:5.w11-w20 ^ adjunct ^ 1 ^ 11
2593 ^ 6:5.w22-w25 @6:5.w9-w21 ^ adjunct ^ 3 ^ 4
2597 ^ 6:5.w26-w28 @6:5.w4-w8 ^ adjunct ^ 1 ^ 3
2600 ^ 6:5.w29-w32 @6:5.w26-w28 ^ adjunct ^ 1 ^ 4
2604 ^ 6:6.w1-w9 @6:5.w26-w28 ^ adjunct ^ 1 ^ 2
2606 ^ 6:6.w3-w4 @6:6.w1-w9 ^ adjunct ^ 2 ^ 6
2612 ^ 6:6.w7 ^ adjunct ^ 2 ^ 1
2613 ^ 6:6.w10-w22 @6:6.w1-w9 ^ adjunct ^ 1 ^ 1
2614 ^ 6:6.w11-w14 ^ adjunct ^ 1 ^ 12
2626 ^ 6:6.w23-w33 @6:6.w10-w22 ^ adjunct ^ 1 ^ 4
2630 ^ 6:6.w27-w31 ^ adjunct ^ 1 ^ 7
2637 ^ 6:7.w1_2 ^ adjunct ^ 1 ^ 4
2641 ^ 6:7.w5-w7 @6:7.w1-w4 ^ adjunct ^ 2 ^ 3
2644 ^ 6:7.w8-w9 @6:7.w5-w7 ^ adjunct ^ 2 ^ 2
2646 ^ 6:7.w10-w15 @6:7.w8-w9 ^ adjunct ^ 3 ^ 6
2652 ^ 6:8.w1-w4 @6:7.w1-w4 ^ adjunct ^ 1 ^ 4
2656 ^ 6:8.w5-w17 @6:8.w1-w4 ^ adjunct ^ 1 ^ 5
2661 ^ 6:8.w10-w12 ^ adjunct ^ 1 ^ 3
2664 ^ 6:8.w13-w17 ^ adjunct ^ 1 ^ 3
2667 ^ 6:8.w13-w14 ^ adjunct ^ 1 ^ 2
2669 ^ 6:9.w1-w4 @6:8.w5-w17 ^ adjunct ^ 1 ^ 4
2673 ^ 6:9.w5-w14 @6:9.w1-w4 ^ adjunct ^ 1 ^ 10
2683 ^ 6:10.w1-w4 @6:9.w5-w14 ^ adjunct ^ 1 ^ 4
2687 ^ 6:10.w5-w14 @6:10.w1-w4 ^ adjunct ^ 1 ^ 10
2697 ^ 6:11.w1-w8 @6:10.w5-w14 ^ adjunct ^ 1 ^ 8
2705 ^ 6:12.w1-w6 @6:11.w1-w8 ^ adjunct ^ 1 ^ 6
2711 ^ 6:12.w7-w13 @6:12.w1-w6 ^ adjunct ^ 2 ^ 7
2718 ^ 6:13.w1-w6 @6:12.w1-w6 ^ adjunct ^ 1 ^ 6
2724 ^ 6:13.w7-w12 @6:13.w1-w6 ^ adjunct ^ 1 ^ 6
2730 ^ 6:14.w1-w8 @6:14.w9-w16 ^ adjunct ^ 2 ^ 8
2738 ^ 6:14.w9-w16 @6:9.w1-w4 ^ adjunct ^ 1 ^ 8
2746 ^ 6:15.w1-w6 @6:15.w7-w14 ^ adjunct ^ 2 ^ 6
2752 ^ 6:15.w7-w14 @6:14.w9-w16 ^ adjunct ^ 1 ^ 8
2760 ^ 6:16.w1-w3 @6:16.w4-w9 ^ adjunct ^ 2 ^ 3
2763 ^ 6:16.w4-w9 @6:15.w7-w14 ^ adjunct ^ 1 ^ 6
2769 ^ 6:16.w10-w14 @6:16.w4-w9 ^ adjunct ^ 1 ^ 5
2774 ^ 6:16.w15-w19 @6:16.w10-w14 ^ adjunct ^ 2 ^ 4
2778 ^ 6:16.w19_2 ^ adjunct ^ 1 ^ 1
2779 ^ 6:16.w20-w22 @6:16.w10-w14 ^ adjunct ^ 1 ^ 3
2782 ^ 6:16.w23-w26 @6:16.w20-w22 ^ adjunct ^ 1 ^ 4
2786 ^ 6:17.w1-w7 @6:16.w23-w26 ^ adjunct ^ 1 ^ 2
2788 ^ 6:17.w3_2 ^ adjunct ^ 1 ^ 5
2793 ^ 6:17.w8-w12 @6:17.w1-w7 ^ adjunct ^ 1 ^ 5
2798 ^ 6:18.w1-w6 @6:17.w8-w12 ^ adjunct ^ 2 ^ 5
2803 ^ 6:18.w6_2 ^ adjunct ^ 1 ^ 1
2804 ^ 6:18.w7-w14 @6:18.w1-w6 ^ adjunct ^ 2 ^ 8
2812 ^ 6:18.w15-w25 @6:17.w8-w12 ^ adjunct ^ 1 ^ 4
2816 ^ 6:18.w19-w23 ^ adjunct ^ 1 ^ 7
2823 ^ 6:19.w1-w7 @6:18.w15-w25 ^ adjunct ^ 1 ^ 7
2830 ^ 6:19.w8-w12 @6:19.w1-w7 ^ adjunct ^ 2 ^ 5
2835 ^ 6:19.w13-w16 @6:19.w8-w12 ^ adjunct ^ 2 ^ 4
2839 ^ 6:19.w17-w18 @6:19.w13-w16 ^ adjunct ^ 2 ^ 2
2841 ^ 6:20.w1-w6 @6:19.w1-w7 ^ adjunct ^ 1 ^ 6
2847 ^ 6:20.w7-w12 @6:20.w1-w6 ^ adjunct ^ 2 ^ 6
2853 ^ 6:20.w13-w17 @6:20.w7-w12 ^ adjunct ^ 2 ^ 5
2858 ^ 6:20.w18-w19 @6:20.w13-w17 ^ adjunct ^ 2 ^ 2
2860 ^ 6:21.w1-w6 @6:21.w7-w12 ^ adjunct ^ 2 ^ 6
2866 ^ 6:21.w7-w12 @6:20.w1-w6 ^ adjunct ^ 1 ^ 6
2872 ^ 6:22.w1-w7 @6:21.w7-w12 ^ adjunct ^ 1 ^ 7
2879 ^ 6:22.w8-w14 @6:22.w15-w20 ^ adjunct ^ 2 ^ 7
2886 ^ 6:22.w15-w20 @6:22.w1-w7 ^ adjunct ^ 1 ^ 6
2892 ^ 6:23.w1-w7 @6:23.w8-w13 ^ adjunct ^ 2 ^ 7
2899 ^ 6:23.w8-w13 @6:22.w15-w20 ^ adjunct ^ 1 ^ 6
2905 ^ 6:23.w14-w22 @6:23.w23-w25 ^ adjunct ^ 2 ^ 9
2914 ^ 6:23.w23-w25 @6:23.w8-w13 ^ adjunct ^ 1 ^ 3
2917 ^ 6:24.w1-w5 @6:23.w23-w25 ^ adjunct ^ 1 ^ 2
2919 ^ 6:24.w3-w5 ^ adjunct ^ 1 ^ 3
2922 ^ 6:24.w6-w10 @6:24.w1-w5 ^ adjunct ^ 1 ^ 5
2927 ^ 6:24.w11-w14 @6:24.w6-w10 ^ adjunct ^ 1 ^ 4
2931 ^ 6:24.w15-w17 @6:24.w11-w14 ^ adjunct ^ 1 ^ 3
2934 ^ 6:24.w18-w21 @6:24.w15-w17 ^ adjunct ^ 1 ^ 4
2938 ^ 6:24.w22-w27 @6:24.w18-w21 ^ adjunct ^ 1 ^ 2
2940 ^ 6:24.w24-w27 ^ adjunct ^ 1 ^ 2
2942 ^ 6:24.w24_2 ^ adjunct ^ 1 ^ 2
2944 ^ 6:25.w1-w4 @6:24.w22-w27 ^ adjunct ^ 1 ^ 4
2948 ^ 6:25.w5-w9 @6:25.w1-w4 ^ adjunct ^ 1 ^ 5
2953 ^ 6:25.w10-w11 @6:25.w5-w9 ^ adjunct ^ 2 ^ 2
2955 ^ 6:25.w12-w14 @6:25.w10-w11 ^ adjunct ^ 2 ^ 3
2958 ^ 6:25.w15-w18 @6:25.w5-w9 ^ adjunct ^ 1 ^ 4
2962 ^ 6:25.w19-w20 @6:25.w15-w18 ^ adjunct ^ 2 ^ 2
2964 ^ 6:25.w21-w27 @6:25.w15-w18 ^ adjunct ^ 1 ^ 5
2969 ^ 6:25.w24 ^ adjunct ^ 1 ^ 2
2971 ^ 6:25.w28-w32 @6:25.w21-w27 ^ adjunct ^ 1 ^ 5
2976 ^ 6:26.w1-w6 @6:25.w28-w32 ^ adjunct ^ 1 ^ 6
2982 ^ 6:26.w7-w9 @6:26.w1-w6 ^ adjunct ^ 2 ^ 3
2985 ^ 6:26.w10-w11 @6:26.w7-w9 ^ adjunct ^ 2 ^ 2
2987 ^ 6:26.w12-w15 @6:26.w10-w11 ^ adjunct ^ 2 ^ 4
